UCmrAdc8HKdprnWZ8wsusmnA,EduKof,"Salve EduKof na área :)

",2015-07-31T05:54:11Z,BR,626722088,0,4200000,2625,False,EduKof Edu,https://yt3.ggpht.com/961ZDuOUaO6je5xe-6NfGhD_i6Fpj825isT8GTspybuhKEP1qf6-VNPSM49ezv5TrPp0FrxpWw=s88-c-k-c0x00ffffff-no-rj
UCmrAdc8HKdprnWZ8wsusmnA,EduKof,"Salve EduKof na área :)

",2015-07-31T05:54:11Z,BR,626722088,0,4200000,2625,False,EduKof Edu,https://yt3.ggpht.com/961ZDuOUaO6je5xe-6NfGhD_i6Fpj825isT8GTspybuhKEP1qf6-VNPSM49ezv5TrPp0FrxpWw=s88-c-k-c0x00ffffff-no-rj
UCmrAdc8HKdprnWZ8wsusmnA,EduKof,"Salve EduKof na área :)

",2015-07-31T05:54:11Z,BR,626722088,0,4200000,2625,False,EduKof Edu,https://yt3.ggpht.com/961ZDuOUaO6je5xe-6NfGhD_i6Fpj825isT8GTspybuhKEP1qf6-VNPSM49ezv5TrPp0FrxpWw=s88-c-k-c0x00ffffff-no-rj
UCmrAdc8HKdprnWZ8wsusmnA,EduKof,"Salve EduKof na área :)

",2015-07-31T05:54:11Z,BR,626722088,0,4200000,2625,False,EduKof Edu,https://yt3.ggpht.com/961ZDuOUaO6je5xe-6NfGhD_i6Fpj825isT8GTspybuhKEP1qf6-VNPSM49ezv5TrPp0FrxpWw=s88-c-k-c0x00ffffff-no-rj
UCmrAdc8HKdprnWZ8wsusmnA,EduKof,"Salve EduKof na área :)

",2015-07-31T05:54:11Z,BR,626722088,0,4200000,2625,False,EduKof Edu,https://yt3.ggpht.com/961ZDuOUaO6je5xe-6NfGhD_i6Fpj825isT8GTspybuhKEP1qf6-VNPSM49ezv5TrPp0FrxpWw=s88-c-k-c0x00ffffff-no-rj
UCmrAdc8HKdprnWZ8wsusmnA,EduKof,"Salve EduKof na área :)

",2015-07-31T05:54:11Z,BR,626722088,0,4200000,2625,False,EduKof Edu,https://yt3.ggpht.com/961ZDuOUaO6je5xe-6NfGhD_i6Fpj825isT8GTspybuhKEP1qf6-VNPSM49ezv5TrPp0FrxpWw=s88-c-k-c0x00ffffff-no-rj
UCmrAdc8HKdprnWZ8wsusmnA,EduKof,"Salve EduKof na área :)

",2015-07-31T05:54:11Z,BR,626722088,0,4200000,2625,False,EduKof Edu,https://yt3.ggpht.com/961ZDuOUaO6je5xe-6NfGhD_i6Fpj825isT8GTspybuhKEP1qf6-VNPSM49ezv5TrPp0FrxpWw=s88-c-k-c0x00ffffff-no-rj
UCmrAdc8HKdprnWZ8wsusmnA,EduKof,"Salve EduKof na área :)

",2015-07-31T05:54:11Z,BR,626722088,0,4200000,2625,False,EduKof Edu,https://yt3.ggpht.com/961ZDuOUaO6je5xe-6NfGhD_i6Fpj825isT8GTspybuhKEP1qf6-VNPSM49ezv5TrPp0FrxpWw=s88-c-k-c0x00ffffff-no-rj
UCmrAdc8HKdprnWZ8wsusmnA,EduKof,"Salve EduKof na área :)

",2015-07-31T05:54:11Z,BR,626722088,0,4200000,2625,False,EduKof Edu,https://yt3.ggpht.com/961ZDuOUaO6je5xe-6NfGhD_i6Fpj825isT8GTspybuhKEP1qf6-VNPSM49ezv5TrPp0FrxpWw=s88-c-k-c0x00ffffff-no-rj
UCmrAdc8HKdprnWZ8wsusmnA,EduKof,"Salve EduKof na área :)

",2015-07-31T05:54:11Z,BR,626722088,0,4200000,2625,False,EduKof Edu,https://yt3.ggpht.com/961ZDuOUaO6je5xe-6NfGhD_i6Fpj825isT8GTspybuhKEP1qf6-VNPSM49ezv5TrPp0FrxpWw=s88-c-k-c0x00ffffff-no-rj
UCmrAdc8HKdprnWZ8wsusmnA,EduKof,"Salve EduKof na área :)

",2015-07-31T05:54:11Z,BR,626722088,0,4200000,2625,False,EduKof Edu,https://yt3.ggpht.com/961ZDuOUaO6je5xe-6NfGhD_i6Fpj825isT8GTspybuhKEP1qf6-VNPSM49ezv5TrPp0FrxpWw=s88-c-k-c0x00ffffff-no-rj
UCmrAdc8HKdprnWZ8wsusmnA,EduKof,"Salve EduKof na área :)

",2015-07-31T05:54:11Z,BR,626722088,0,4200000,2625,False,EduKof Edu,https://yt3.ggpht.com/961ZDuOUaO6je5xe-6NfGhD_i6Fpj825isT8GTspybuhKEP1qf6-VNPSM49ezv5TrPp0FrxpWw=s88-c-k-c0x00ffffff-no-rj
UCmrAdc8HKdprnWZ8wsusmnA,EduKof,"Salve EduKof na área :)

",2015-07-31T05:54:11Z,BR,626722088,0,4200000,2625,False,EduKof Edu,https://yt3.ggpht.com/961ZDuOUaO6je5xe-6NfGhD_i6Fpj825isT8GTspybuhKEP1qf6-VNPSM49ezv5TrPp0FrxpWw=s88-c-k-c0x00ffffff-no-rj
UCmrAdc8HKdprnWZ8wsusmnA,EduKof,"Salve EduKof na área :)

",2015-07-31T05:54:11Z,BR,626722088,0,4200000,2625,False,EduKof Edu,https://yt3.ggpht.com/961ZDuOUaO6je5xe-6NfGhD_i6Fpj825isT8GTspybuhKEP1qf6-VNPSM49ezv5TrPp0FrxpWw=s88-c-k-c0x00ffffff-no-rj
UCmrAdc8HKdprnWZ8wsusmnA,EduKof,"Salve EduKof na área :)

",2015-07-31T05:54:11Z,BR,626722088,0,4200000,2625,False,EduKof Edu,https://yt3.ggpht.com/961ZDuOUaO6je5xe-6NfGhD_i6Fpj825isT8GTspybuhKEP1qf6-VNPSM49ezv5TrPp0FrxpWw=s88-c-k-c0x00ffffff-no-rj
UCmrAdc8HKdprnWZ8wsusmnA,EduKof,"Salve EduKof na área :)

",2015-07-31T05:54:11Z,BR,626722088,0,4200000,2625,False,EduKof Edu,https://yt3.ggpht.com/961ZDuOUaO6je5xe-6NfGhD_i6Fpj825isT8GTspybuhKEP1qf6-VNPSM49ezv5TrPp0FrxpWw=s88-c-k-c0x00ffffff-no-rj
UCmrAdc8HKdprnWZ8wsusmnA,EduKof,"Salve EduKof na área :)

",2015-07-31T05:54:11Z,BR,626722088,0,4200000,2625,False,EduKof Edu,https://yt3.ggpht.com/961ZDuOUaO6je5xe-6NfGhD_i6Fpj825isT8GTspybuhKEP1qf6-VNPSM49ezv5TrPp0FrxpWw=s88-c-k-c0x00ffffff-no-rj
UCmrAdc8HKdprnWZ8wsusmnA,EduKof,"Salve EduKof na área :)

",2015-07-31T05:54:11Z,BR,626722088,0,4200000,2625,False,EduKof Edu,https://yt3.ggpht.com/961ZDuOUaO6je5xe-6NfGhD_i6Fpj825isT8GTspybuhKEP1qf6-VNPSM49ezv5TrPp0FrxpWw=s88-c-k-c0x00ffffff-no-rj
UCmrAdc8HKdprnWZ8wsusmnA,EduKof,"Salve EduKof na área :)

",2015-07-31T05:54:11Z,BR,626722088,0,4200000,2625,False,EduKof Edu,https://yt3.ggpht.com/961ZDuOUaO6je5xe-6NfGhD_i6Fpj825isT8GTspybuhKEP1qf6-VNPSM49ezv5TrPp0FrxpWw=s88-c-k-c0x00ffffff-no-rj
UCmrAdc8HKdprnWZ8wsusmnA,EduKof,"Salve EduKof na área :)

",2015-07-31T05:54:11Z,BR,626722088,0,4200000,2625,False,EduKof Edu,https://yt3.ggpht.com/961ZDuOUaO6je5xe-6NfGhD_i6Fpj825isT8GTspybuhKEP1qf6-VNPSM49ezv5TrPp0FrxpWw=s88-c-k-c0x00ffffff-no-rj
UCmrAdc8HKdprnWZ8wsusmnA,EduKof,"Salve EduKof na área :)

",2015-07-31T05:54:11Z,BR,626722088,0,4200000,2625,False,EduKof Edu,https://yt3.ggpht.com/961ZDuOUaO6je5xe-6NfGhD_i6Fpj825isT8GTspybuhKEP1qf6-VNPSM49ezv5TrPp0FrxpWw=s88-c-k-c0x00ffffff-no-rj
UCmrAdc8HKdprnWZ8wsusmnA,EduKof,"Salve EduKof na área :)

",2015-07-31T05:54:11Z,BR,626722088,0,4200000,2625,False,EduKof Edu,https://yt3.ggpht.com/961ZDuOUaO6je5xe-6NfGhD_i6Fpj825isT8GTspybuhKEP1qf6-VNPSM49ezv5TrPp0FrxpWw=s88-c-k-c0x00ffffff-no-rj
UCmrAdc8HKdprnWZ8wsusmnA,EduKof,"Salve EduKof na área :)

",2015-07-31T05:54:11Z,BR,626722088,0,4200000,2625,False,EduKof Edu,https://yt3.ggpht.com/961ZDuOUaO6je5xe-6NfGhD_i6Fpj825isT8GTspybuhKEP1qf6-VNPSM49ezv5TrPp0FrxpWw=s88-c-k-c0x00ffffff-no-rj
UCmrAdc8HKdprnWZ8wsusmnA,EduKof,"Salve EduKof na área :)

",2015-07-31T05:54:11Z,BR,626722088,0,4200000,2625,False,EduKof Edu,https://yt3.ggpht.com/961ZDuOUaO6je5xe-6NfGhD_i6Fpj825isT8GTspybuhKEP1qf6-VNPSM49ezv5TrPp0FrxpWw=s88-c-k-c0x00ffffff-no-rj
UCmrAdc8HKdprnWZ8wsusmnA,EduKof,"Salve EduKof na área :)

",2015-07-31T05:54:11Z,BR,626722088,0,4200000,2625,False,EduKof Edu,https://yt3.ggpht.com/961ZDuOUaO6je5xe-6NfGhD_i6Fpj825isT8GTspybuhKEP1qf6-VNPSM49ezv5TrPp0FrxpWw=s88-c-k-c0x00ffffff-no-rj
UCmrAdc8HKdprnWZ8wsusmnA,EduKof,"Salve EduKof na área :)

",2015-07-31T05:54:11Z,BR,626722088,0,4200000,2625,False,EduKof Edu,https://yt3.ggpht.com/961ZDuOUaO6je5xe-6NfGhD_i6Fpj825isT8GTspybuhKEP1qf6-VNPSM49ezv5TrPp0FrxpWw=s88-c-k-c0x00ffffff-no-rj
UCmrAdc8HKdprnWZ8wsusmnA,EduKof,"Salve EduKof na área :)

",2015-07-31T05:54:11Z,BR,626722088,0,4200000,2625,False,EduKof Edu,https://yt3.ggpht.com/961ZDuOUaO6je5xe-6NfGhD_i6Fpj825isT8GTspybuhKEP1qf6-VNPSM49ezv5TrPp0FrxpWw=s88-c-k-c0x00ffffff-no-rj
UCmrAdc8HKdprnWZ8wsusmnA,EduKof,"Salve EduKof na área :)

",2015-07-31T05:54:11Z,BR,626722088,0,4200000,2625,False,EduKof Edu,https://yt3.ggpht.com/961ZDuOUaO6je5xe-6NfGhD_i6Fpj825isT8GTspybuhKEP1qf6-VNPSM49ezv5TrPp0FrxpWw=s88-c-k-c0x00ffffff-no-rj
UCmrAdc8HKdprnWZ8wsusmnA,EduKof,"Salve EduKof na área :)

",2015-07-31T05:54:11Z,BR,626722088,0,4200000,2625,False,EduKof Edu,https://yt3.ggpht.com/961ZDuOUaO6je5xe-6NfGhD_i6Fpj825isT8GTspybuhKEP1qf6-VNPSM49ezv5TrPp0FrxpWw=s88-c-k-c0x00ffffff-no-rj
UCmrAdc8HKdprnWZ8wsusmnA,EduKof,"Salve EduKof na área :)

",2015-07-31T05:54:11Z,BR,626722088,0,4200000,2625,False,EduKof Edu,https://yt3.ggpht.com/961ZDuOUaO6je5xe-6NfGhD_i6Fpj825isT8GTspybuhKEP1qf6-VNPSM49ezv5TrPp0FrxpWw=s88-c-k-c0x00ffffff-no-rj
UCmrAdc8HKdprnWZ8wsusmnA,EduKof,"Salve EduKof na área :)

",2015-07-31T05:54:11Z,BR,626722088,0,4200000,2625,False,EduKof Edu,https://yt3.ggpht.com/961ZDuOUaO6je5xe-6NfGhD_i6Fpj825isT8GTspybuhKEP1qf6-VNPSM49ezv5TrPp0FrxpWw=s88-c-k-c0x00ffffff-no-rj
UCmrAdc8HKdprnWZ8wsusmnA,EduKof,"Salve EduKof na área :)

",2015-07-31T05:54:11Z,BR,626722088,0,4200000,2625,False,EduKof Edu,https://yt3.ggpht.com/961ZDuOUaO6je5xe-6NfGhD_i6Fpj825isT8GTspybuhKEP1qf6-VNPSM49ezv5TrPp0FrxpWw=s88-c-k-c0x00ffffff-no-rj
UCmrAdc8HKdprnWZ8wsusmnA,EduKof,"Salve EduKof na área :)

",2015-07-31T05:54:11Z,BR,626722088,0,4200000,2625,False,EduKof Edu,https://yt3.ggpht.com/961ZDuOUaO6je5xe-6NfGhD_i6Fpj825isT8GTspybuhKEP1qf6-VNPSM49ezv5TrPp0FrxpWw=s88-c-k-c0x00ffffff-no-rj
UCmrAdc8HKdprnWZ8wsusmnA,EduKof,"Salve EduKof na área :)

",2015-07-31T05:54:11Z,BR,626722088,0,4200000,2625,False,EduKof Edu,https://yt3.ggpht.com/961ZDuOUaO6je5xe-6NfGhD_i6Fpj825isT8GTspybuhKEP1qf6-VNPSM49ezv5TrPp0FrxpWw=s88-c-k-c0x00ffffff-no-rj
UCmrAdc8HKdprnWZ8wsusmnA,EduKof,"Salve EduKof na área :)

",2015-07-31T05:54:11Z,BR,626722088,0,4200000,2625,False,EduKof Edu,https://yt3.ggpht.com/961ZDuOUaO6je5xe-6NfGhD_i6Fpj825isT8GTspybuhKEP1qf6-VNPSM49ezv5TrPp0FrxpWw=s88-c-k-c0x00ffffff-no-rj
UCmrAdc8HKdprnWZ8wsusmnA,EduKof,"Salve EduKof na área :)

",2015-07-31T05:54:11Z,BR,626722088,0,4200000,2625,False,EduKof Edu,https://yt3.ggpht.com/961ZDuOUaO6je5xe-6NfGhD_i6Fpj825isT8GTspybuhKEP1qf6-VNPSM49ezv5TrPp0FrxpWw=s88-c-k-c0x00ffffff-no-rj
UCmrAdc8HKdprnWZ8wsusmnA,EduKof,"Salve EduKof na área :)

",2015-07-31T05:54:11Z,BR,626722088,0,4200000,2625,False,EduKof Edu,https://yt3.ggpht.com/961ZDuOUaO6je5xe-6NfGhD_i6Fpj825isT8GTspybuhKEP1qf6-VNPSM49ezv5TrPp0FrxpWw=s88-c-k-c0x00ffffff-no-rj
UCmrAdc8HKdprnWZ8wsusmnA,EduKof,"Salve EduKof na área :)

",2015-07-31T05:54:11Z,BR,626722088,0,4200000,2625,False,EduKof Edu,https://yt3.ggpht.com/961ZDuOUaO6je5xe-6NfGhD_i6Fpj825isT8GTspybuhKEP1qf6-VNPSM49ezv5TrPp0FrxpWw=s88-c-k-c0x00ffffff-no-rj
UCmrAdc8HKdprnWZ8wsusmnA,EduKof,"Salve EduKof na área :)

",2015-07-31T05:54:11Z,BR,626722088,0,4200000,2625,False,EduKof Edu,https://yt3.ggpht.com/961ZDuOUaO6je5xe-6NfGhD_i6Fpj825isT8GTspybuhKEP1qf6-VNPSM49ezv5TrPp0FrxpWw=s88-c-k-c0x00ffffff-no-rj
UCmrAdc8HKdprnWZ8wsusmnA,EduKof,"Salve EduKof na área :)

",2015-07-31T05:54:11Z,BR,626722088,0,4200000,2625,False,EduKof Edu,https://yt3.ggpht.com/961ZDuOUaO6je5xe-6NfGhD_i6Fpj825isT8GTspybuhKEP1qf6-VNPSM49ezv5TrPp0FrxpWw=s88-c-k-c0x00ffffff-no-rj
UCmrAdc8HKdprnWZ8wsusmnA,EduKof,"Salve EduKof na área :)

",2015-07-31T05:54:11Z,BR,626722088,0,4200000,2625,False,EduKof Edu,https://yt3.ggpht.com/961ZDuOUaO6je5xe-6NfGhD_i6Fpj825isT8GTspybuhKEP1qf6-VNPSM49ezv5TrPp0FrxpWw=s88-c-k-c0x00ffffff-no-rj
UCmrAdc8HKdprnWZ8wsusmnA,EduKof,"Salve EduKof na área :)

",2015-07-31T05:54:11Z,BR,626722088,0,4200000,2625,False,EduKof Edu,https://yt3.ggpht.com/961ZDuOUaO6je5xe-6NfGhD_i6Fpj825isT8GTspybuhKEP1qf6-VNPSM49ezv5TrPp0FrxpWw=s88-c-k-c0x00ffffff-no-rj
UCmrAdc8HKdprnWZ8wsusmnA,EduKof,"Salve EduKof na área :)

",2015-07-31T05:54:11Z,BR,626722088,0,4200000,2625,False,EduKof Edu,https://yt3.ggpht.com/961ZDuOUaO6je5xe-6NfGhD_i6Fpj825isT8GTspybuhKEP1qf6-VNPSM49ezv5TrPp0FrxpWw=s88-c-k-c0x00ffffff-no-rj
UCmrAdc8HKdprnWZ8wsusmnA,EduKof,"Salve EduKof na área :)

",2015-07-31T05:54:11Z,BR,626722088,0,4200000,2625,False,EduKof Edu,https://yt3.ggpht.com/961ZDuOUaO6je5xe-6NfGhD_i6Fpj825isT8GTspybuhKEP1qf6-VNPSM49ezv5TrPp0FrxpWw=s88-c-k-c0x00ffffff-no-rj
UCmrAdc8HKdprnWZ8wsusmnA,EduKof,"Salve EduKof na área :)

",2015-07-31T05:54:11Z,BR,626722088,0,4200000,2625,False,EduKof Edu,https://yt3.ggpht.com/961ZDuOUaO6je5xe-6NfGhD_i6Fpj825isT8GTspybuhKEP1qf6-VNPSM49ezv5TrPp0FrxpWw=s88-c-k-c0x00ffffff-no-rj
UCmrAdc8HKdprnWZ8wsusmnA,EduKof,"Salve EduKof na área :)

",2015-07-31T05:54:11Z,BR,626722088,0,4200000,2625,False,EduKof Edu,https://yt3.ggpht.com/961ZDuOUaO6je5xe-6NfGhD_i6Fpj825isT8GTspybuhKEP1qf6-VNPSM49ezv5TrPp0FrxpWw=s88-c-k-c0x00ffffff-no-rj
UCmrAdc8HKdprnWZ8wsusmnA,EduKof,"Salve EduKof na área :)

",2015-07-31T05:54:11Z,BR,626722088,0,4200000,2625,False,EduKof Edu,https://yt3.ggpht.com/961ZDuOUaO6je5xe-6NfGhD_i6Fpj825isT8GTspybuhKEP1qf6-VNPSM49ezv5TrPp0FrxpWw=s88-c-k-c0x00ffffff-no-rj
UCmrAdc8HKdprnWZ8wsusmnA,EduKof,"Salve EduKof na área :)

",2015-07-31T05:54:11Z,BR,626722088,0,4200000,2625,False,EduKof Edu,https://yt3.ggpht.com/961ZDuOUaO6je5xe-6NfGhD_i6Fpj825isT8GTspybuhKEP1qf6-VNPSM49ezv5TrPp0FrxpWw=s88-c-k-c0x00ffffff-no-rj
UCmrAdc8HKdprnWZ8wsusmnA,EduKof,"Salve EduKof na área :)

",2015-07-31T05:54:11Z,BR,626722088,0,4200000,2625,False,EduKof Edu,https://yt3.ggpht.com/961ZDuOUaO6je5xe-6NfGhD_i6Fpj825isT8GTspybuhKEP1qf6-VNPSM49ezv5TrPp0FrxpWw=s88-c-k-c0x00ffffff-no-rj
UCmrAdc8HKdprnWZ8wsusmnA,EduKof,"Salve EduKof na área :)

",2015-07-31T05:54:11Z,BR,626722088,0,4200000,2625,False,EduKof Edu,https://yt3.ggpht.com/961ZDuOUaO6je5xe-6NfGhD_i6Fpj825isT8GTspybuhKEP1qf6-VNPSM49ezv5TrPp0FrxpWw=s88-c-k-c0x00ffffff-no-rj
UCmrAdc8HKdprnWZ8wsusmnA,EduKof,"Salve EduKof na área :)

",2015-07-31T05:54:11Z,BR,626722088,0,4200000,2625,False,EduKof Edu,https://yt3.ggpht.com/961ZDuOUaO6je5xe-6NfGhD_i6Fpj825isT8GTspybuhKEP1qf6-VNPSM49ezv5TrPp0FrxpWw=s88-c-k-c0x00ffffff-no-rj
UCmrAdc8HKdprnWZ8wsusmnA,EduKof,"Salve EduKof na área :)

",2015-07-31T05:54:11Z,BR,626722088,0,4200000,2625,False,EduKof Edu,https://yt3.ggpht.com/961ZDuOUaO6je5xe-6NfGhD_i6Fpj825isT8GTspybuhKEP1qf6-VNPSM49ezv5TrPp0FrxpWw=s88-c-k-c0x00ffffff-no-rj
UCmrAdc8HKdprnWZ8wsusmnA,EduKof,"Salve EduKof na área :)

",2015-07-31T05:54:11Z,BR,626722088,0,4200000,2625,False,EduKof Edu,https://yt3.ggpht.com/961ZDuOUaO6je5xe-6NfGhD_i6Fpj825isT8GTspybuhKEP1qf6-VNPSM49ezv5TrPp0FrxpWw=s88-c-k-c0x00ffffff-no-rj
